State,City,percent_completed_hs,poverty_rate,Median Income
MN,Birchwood Village city,96.4,1.2,95809
MN,Bird Island city,87.8,18.7,41528
MN,Biscay city,86,1.5,46250
MN,Biwabik city,94.9,13.5,31121
MN,Blackduck city,92.3,23.2,29063
MN,Blaine city,94.5,5.8,76027
MN,Blomkest city,85.2,5.1,55833
MN,Blooming Prairie city,90,16.2,53056
MN,Bloomington city,93.1,8.9,64540
MN,Blue Earth city,91.5,16.9,42883
MN,Bluffton city,92.4,6.3,40625
MN,Bock city,71,37.6,31250
MN,Borup city,97.1,15.7,59688
MN,Bovey city,89.7,19.9,33625
MN,Bowlus city,85.5,23.2,38750
MN,Boyd city,75.3,16.5,30000
MN,Boy River city,92,77.4,13438
MN,Braham city,86.3,26.3,39868
MN,Brainerd city,91.6,21.8,30975
MN,Brandon city,91.4,8.1,53000
MN,Breckenridge city,88.8,14.1,42935
MN,Breezy Point city,97.4,4.2,60385
MN,Brewster city,86.1,8,45481
MN,Bricelyn city,86.7,21.3,34375
MN,Brooklyn Center city,82.1,19.2,44855
MN,Brooklyn Park city,90.2,11.1,62974
MN,Brook Park city,95.3,10.8,(X)
MN,Brooks city,65.3,25.8,27250
MN,Brookston city,64.2,37,46250
MN,Brooten city,88.6,10.5,37411
MN,Browerville city,89.2,15.1,47500
MN,Brownsdale city,91.9,7.8,51838
MN,Browns Valley city,89.2,13,33375
MN,Brownsville city,95.5,12.5,61406
MN,Brownton city,88.8,7.1,48125
MN,Bruno city,93.4,40.4,17292
MN,Buckman city,94.8,10.3,37292
MN,Buffalo city,93.2,11.1,63830
MN,Buffalo Lake city,80.1,10.4,42031
MN,Buhl city,93,11.5,41125
MN,Burnsville city,93.9,11.2,63649
MN,Burtrum city,83.3,4.7,42500
MN,Butterfield city,68.7,19,42353
MN,Byron city,98.2,3.5,78625
MN,Caledonia city,91.6,15,44493
MN,Callaway city,82.9,19.4,47000
MN,Calumet city,92,29.6,32589
MN,Cambridge city,85.9,11.1,43630
MN,Campbell city,96.8,5.9,52500
MN,Canby city,84.2,17.3,40066
MN,Cannon Falls city,93.3,19.1,43092
MN,Canton city,82.3,14.2,33365
MN,Carlos city,93.9,7.5,56736
MN,Carlton city,89.8,13.2,43438
MN,Carver city,97,0.8,113571
MN,Cass Lake city,86.6,26.9,33977
MN,Cedar Mills city,76.9,6.4,58750
MN,Center City city,96.6,4.7,75625
MN,Centerville city,95.1,1.6,88036
MN,Ceylon city,89.3,25.8,35000
MN,Champlin city,96.3,3.4,83851
MN,Chandler city,68.1,9.3,47727
MN,Chanhassen city,96.2,3.4,110569
MN,Chaska city,93.7,5.5,75828
MN,Chatfield city,91.6,7.6,61786
MN,Chickamaw Beach city,94.4,3.9,50500
MN,Chisago City city,92,5.4,71875
MN,Chisholm city,94.6,13.3,39057
MN,Chokio city,92.9,18.5,38500
MN,Circle Pines city,94,4,70398
MN,Clara City city,88.4,7.1,54408
MN,Claremont city,82.5,19.8,43250
MN,Clarissa city,83.9,25.1,34750
MN,Clarkfield city,88.7,14.4,41063
MN,Clarks Grove city,84.9,15.2,48750
MN,Clearbrook city,90,23.6,29762
MN,Clear Lake city,94.1,8.7,77222
MN,Clearwater city,94.6,7.7,68393
MN,Clements city,66.7,11.9,65536
MN,Cleveland city,94.4,9.5,58438
MN,Climax city,93.3,17.1,40417
MN,Clinton city,86.4,11.5,31429
MN,Clitherall city,59.4,36.7,16071
MN,Clontarf city,90,2.4,47500
MN,Cloquet city,94.3,16.6,46064
MN,Coates city,91.3,5,68750
MN,Cobden city,63.2,0,26250
MN,Cohasset city,94.3,7.3,60597
MN,Cokato city,93.7,14.3,51893
MN,Cold Spring city,90.3,13.3,54274
MN,Coleraine city,93.9,14.5,47283
MN,Cologne city,93,6.5,79167
MN,Columbia Heights city,86.2,16.8,47717
MN,Columbus city,94.7,4.5,79223
MN,Comfrey city,90.6,12,53611
MN,Comstock city,92.1,11.3,55625
MN,Conger city,96.3,8.5,60625
MN,Cook city,91.4,10.2,37917
MN,Coon Rapids city,93.2,9,64203
MN,Corcoran city,92.5,2.9,97778
MN,Correll city,88.9,47.4,(X)
MN,Cosmos city,90.5,12.6,29423
MN,Cottage Grove city,95.3,4.3,83181
MN,Cottonwood city,92.4,8.1,49934
MN,Courtland city,95.6,3.1,70208
MN,Cromwell city,87.2,22.2,28125
MN,Crookston city,88.7,19.8,50615
MN,Crosby city,84.5,17.5,29906
MN,Crosslake city,98.8,4.4,64012
MN,Crystal city,92.2,10.1,59188
MN,Currie city,84.4,11,40536
MN,Cuyuna city,88,17.3,31974
MN,Cyrus city,90.2,18.2,41250
MN,Dakota city,88.5,4.8,67500
MN,Dalton city,83.1,17.5,32143
MN,Danube city,88.5,23.1,49904
MN,Danvers city,98.8,12.9,54375
MN,Darfur city,70.1,11.3,40750
MN,Darwin city,86.9,20.2,36375
MN,Dassel city,88.5,10.1,40682
MN,Dawson city,91.1,9.8,38750
MN,Dayton city,96.3,7,83681
MN,Deephaven city,99.8,2.2,133947
MN,Deer Creek city,86.2,16.8,30938
MN,Deer River city,86.7,16.8,26875
MN,Deerwood city,90.9,15.1,30250
MN,De Graff city,75.6,23,40313
MN,Delano city,94.5,3.3,71635
MN,Delavan city,88.1,12.3,48000
MN,Delhi city,73.7,20.5,25000
MN,Dellwood city,98.7,2.3,163333
MN,Denham city,83.3,16.2,22500
MN,Dennison city,92.8,2.9,58125
MN,Dent city,85.7,15.5,38125
MN,Detroit Lakes city,92.2,18.5,38627
MN,Dexter city,90.2,15,44000
MN,Dilworth city,93.6,14.6,49886
MN,Dodge Center city,89.4,16.2,51080
MN,Donaldson city,84.2,10.5,(X)
MN,Donnelly city,94.6,8.6,43000
MN,Doran city,100,0,62500
MN,Dover city,94.9,8.6,72321
MN,Dovray city,74.6,7.2,30000
MN,Duluth city,93.1,21.5,45034
MN,Dumont city,84.2,15.6,68214
MN,Dundas city,94.3,7.5,66300
MN,Dundee city,84.6,28.5,42500
MN,Dunnell city,83.7,12.7,36875
MN,Eagan city,96.4,7,82265
MN,Eagle Bend city,90.1,16.9,38500
MN,Eagle Lake city,95.3,8.3,73654
MN,East Bethel city,95.4,5.1,87245
MN,East Grand Forks city,92.7,10.6,55590
MN,East Gull Lake city,97.5,7.5,76786
MN,Easton city,98.1,9.6,59063
MN,Ebro CDP,82.5,36.7,36250
MN,Echo city,96.5,19.7,49583
MN,Eden Prairie city,97.1,5,97640
MN,Eden Valley city,89,10.8,31433
MN,Edgerton city,82.2,5.3,48125
MN,Edina city,97.6,4.6,88298
MN,Effie city,84.3,19.3,48750
MN,Eitzen city,90.2,10.2,44375
MN,Elba city,84.2,28.1,31667
MN,Elbow Lake CDP,86.5,28.3,(X)
MN,Elbow Lake city,90.7,7.7,40221
MN,Elgin city,93.8,7.7,64531
MN,Elizabeth city,93.8,21.5,47188
MN,Elko New Market city,99.2,1.1,105042
MN,Elk River city,95.2,7.9,77938
MN,Elkton city,95.7,11.7,(X)
MN,Ellendale city,86,10.5,50278
MN,Ellsworth city,80.5,10.4,43558
MN,Elmdale city,72.6,3.6,38750
MN,Elmore city,84.4,18.5,34205
MN,Elrosa city,76,10.7,38214
MN,Ely city,93.5,15,36059
MN,Elysian city,85.8,10.6,63929
MN,Emily city,91.1,5.2,38173
MN,Emmons city,94.3,14,46250
MN,Erhard city,84.2,16.4,39286
MN,Erskine city,82.6,23.3,35268
MN,Esko CDP,98.4,1.5,76250
MN,Evan city,79.5,37.3,20000
MN,Evansville city,91.6,12.9,36771
MN,Eveleth city,92,19.7,38382
MN,Excelsior city,97,10.6,46995
MN,Eyota city,95.1,7.1,64214
MN,Fairfax city,77.9,14.5,42552
MN,Fairhaven CDP,93.6,6.8,54375
MN,Fairmont city,85.6,12.7,47428
MN,Falcon Heights city,98.6,11.1,71765
MN,Faribault city,84.5,16.7,48220
MN,Farmington city,94.4,2.8,87925
MN,Farwell city,89.4,21.8,43056
MN,Federal Dam city,85.7,8.1,53750
MN,Felton city,94.4,19.3,41136
MN,Fergus Falls city,91.2,12.3,43852
MN,Fertile city,84.1,16.1,36648
MN,Fifty Lakes city,90.6,11.9,45625
MN,Finland CDP,91.3,33.3,43750
MN,Finlayson city,86.3,11.5,40625
MN,Fisher city,93.4,12.5,55714
MN,Fish Lake CDP,98.5,0,79500
MN,Flensburg city,91.1,14,43125
MN,Floodwood city,85.7,15,26417
MN,Florence city,100,0,73125
MN,Foley city,85.9,12.4,52264
MN,Forada city,92.6,2.8,55625
MN,Forest Lake city,95.2,7.6,69315
MN,Foreston city,86.6,6.1,64896
MN,Fort Ripley city,93.8,2.9,(X)
MN,Fosston city,88.7,20.7,31204
MN,Fountain city,97.6,3.6,60000
MN,Foxhome city,78.6,29.1,41250
MN,Franklin city,89.2,32.3,41806
MN,Frazee city,83.4,15.9,41000
MN,Freeborn city,94.2,17.1,44375
MN,Freeport city,90.4,3.5,62321
MN,Fridley city,90,13,54652
MN,Frontenac CDP,81.8,2,51250
MN,Frost city,90.3,23.3,34750
MN,Fulda city,86.4,13.4,42315
MN,Funkley city,80,40,23750
MN,Garden City CDP,88,9.9,50417
MN,Garfield city,85.6,10.8,39250
MN,Garrison city,89.2,6.7,40625
MN,Garvin city,86.9,15.8,33750
MN,Gary city,90.6,12.1,58750
MN,Gaylord city,87.3,12,42228
MN,Gem Lake city,95.3,3.3,120625
MN,Geneva city,95.3,3.9,60511
MN,Genola city,73.8,11,61250
MN,Georgetown city,88.1,0,48333
MN,Ghent city,92.5,4.9,56477
MN,Gibbon city,84.6,16.2,49464
MN,Gilbert city,97.3,9.7,47326
MN,Gilman city,92,10.6,68472
MN,Glencoe city,84.8,15.2,48276
MN,Glenville city,92,11.5,46917
MN,Glenwood city,95.3,15.5,43125
MN,Glyndon city,94.4,10.8,72000
MN,Golden Valley city,96.8,8.2,81534
MN,Gonvick city,81.9,24.2,31786
MN,Goodhue city,95.4,7.5,72500
MN,Goodridge city,83,9.3,46250
MN,Good Thunder city,93.4,10.9,47188
MN,Goodview city,94.4,7.3,60879
MN,Graceville city,89.1,8.8,55250
MN,Granada city,91,12.7,38125
MN,Grand Marais city,95.7,15.4,40000
MN,Grand Meadow city,86.7,10.9,50648
MN,Grand Rapids city,93.4,18.4,39777
MN,Granite Falls city,90.5,14.6,44432
MN,Grant city,97.3,1.6,106897
MN,Grasston city,87.7,9.5,47321
MN,Greenbush city,91.3,15,51544
MN,Greenfield city,97,2.3,107660
MN,Green Isle city,92.6,5.4,54167
MN,Greenwald city,93,5.8,50714
MN,Greenwood city,99.4,1.1,125417
MN,Grey Eagle city,83.5,10.5,36429
MN,Grove City city,92.2,23.4,38438
MN,Grygla city,95.3,16.6,47955
MN,Gully city,96.8,22.9,41667
MN,Hackensack city,86.2,35.6,27969
MN,Hadley city,87.1,27.9,39167
MN,Hallock city,93.4,12.8,59821
MN,Halma city,65.9,14,41250
MN,Halstad city,76,17.8,41458
MN,Hamburg city,94.6,5.9,53750
MN,Ham Lake city,95.5,4.7,91603
MN,Hammond city,86.2,23.8,46719
MN,Hampton city,94.3,15,66154
MN,Hancock city,90.1,9.5,50000
MN,Hanley Falls city,85.3,9.3,57083
MN,Hanover city,100,1.2,92679
MN,Hanska city,91.3,7.3,49500
MN,Harding city,80,32.9,36250
MN,Hardwick city,84.6,4.3,39167
MN,Harmony city,87.1,14.7,30855
MN,Harris city,92,10.5,50833
MN,Hartland city,88.8,7,48036
MN,Hastings city,94.2,8.1,62976
MN,Hatfield city,93.3,7.7,47917
MN,Hawley city,92.7,5.8,56630
MN,Hayfield city,95.4,12.5,46500
MN,Hayward city,84.5,10.9,52750
MN,Hazel Run city,83.3,0,24063
MN,Hector city,89.3,10,55776
MN,Heidelberg city,92.7,3.1,72500
MN,Henderson city,90.8,8.6,52188
MN,Hendricks city,90.7,6.7,43625
MN,Hendrum city,91.1,15.1,55250
MN,Henning city,87.7,24.3,30114
MN,Henriette city,83.3,23.5,25625
MN,Herman city,93.4,15.4,40500
MN,Hermantown city,94.1,7.3,65662
MN,Heron Lake city,89.9,18.5,38472
MN,Hewitt city,92.6,18.5,38750
MN,Hibbing city,90.1,18.4,43831
MN,Hill City city,87.3,18.1,26719
MN,Hillman city,84.6,15.4,53750
MN,Hills city,85.7,8.5,49375
MN,Hilltop city,70.2,37,22073
MN,Hinckley city,91.7,28.3,30347
MN,Hitterdal city,92.4,7.6,61750
MN,Hoffman city,87.7,21.8,41583
MN,Hokah city,93.2,20.1,44375
MN,Holdingford city,95.8,5.1,53224
MN,Holland city,87.4,14.1,32083
MN,Hollandale city,91.5,15.2,45000
MN,Holloway city,87.5,8.4,45000
MN,Holt city,91.7,1.8,64583
MN,Homer CDP,92.2,3.2,64375
MN,Hopkins city,91.4,15.1,50252
MN,Houston city,88.5,15.7,41136
MN,Howard Lake city,87.8,12.1,48295
MN,Hoyt Lakes city,92.2,7.8,47939
MN,Hugo city,96.7,5.2,82880
MN,Humboldt city,93.3,0,23750
MN,Hutchinson city,93.9,7.3,51032
MN,Ihlen city,85.7,13.6,29000
MN,Independence city,98.3,2.5,101169
MN,Inger CDP,82.7,27.2,53125
MN,International Falls city,87.4,21.7,34528
MN,Inver Grove Heights city,93,9.9,65108
MN,Iona city,79.1,9.4,38750
MN,Iron Junction city,83.5,10.4,50000
MN,Ironton city,86.3,36.5,29844
MN,Isanti city,93.2,5.2,58431
MN,Isle city,85.3,18.2,27431
MN,Ivanhoe city,86.1,14.3,37188
MN,Jackson city,87.9,17.1,43274
MN,Janesville city,92.9,8.4,59340
MN,Jasper city,85.9,13.5,37171
MN,Jeffers city,82.4,14.4,41875
MN,Jenkins city,94.6,5.1,47500
MN,Johnson city,100,0,-
MN,Jordan city,96.1,4.1,68252
MN,Kandiyohi city,93.8,7.1,44722
MN,Karlstad city,83.8,18.7,35313
MN,Kasota city,89.5,17.3,52361
MN,Kasson city,96.1,1.9,68200
MN,Keewatin city,88.4,19.5,40714
MN,Kelliher city,88.6,22.4,39432
MN,Kellogg city,89.8,8.8,52500
MN,Kennedy city,88.5,5.8,47292
MN,Kenneth city,95.7,24.6,(X)
MN,Kensington city,86.9,13,34375
MN,Kent city,91.3,0,55417
MN,Kenyon city,89.9,6.6,52988
MN,Kerkhoven city,89.4,9.1,48472
MN,Kerrick city,78.4,11.5,43750
MN,Kettle River city,99.1,14.1,31750
MN,Kiester city,94.1,12.1,34453
MN,Kilkenny city,95.3,16.5,47500
MN,Kimball city,87.6,16.5,42443
MN,Kinbrae city,100,100,-
MN,Kingston city,86.8,16.8,47083
MN,Kinney city,87,18.8,42500
MN,La Crescent city,94.7,13.7,52275
MN,Lafayette city,91,4,49286
MN,Lake Benton city,92.1,14,30500
MN,Lake Bronson city,82,19.5,24375
MN,Lake City city,91,7.8,47869
MN,Lake Crystal city,93.2,5.6,61196
MN,Lake Elmo city,96.2,6,99125
MN,Lakefield city,91.4,8.2,44500
MN,Lake George CDP,92.4,2.2,45000
MN,Lake Henry city,86.7,6.4,45000
MN,Lakeland city,95.9,2.6,84464
MN,Lakeland Shores city,95,5.9,79643
MN,Lake Lillian city,92.2,8.3,48750
MN,Lake Park city,85.9,8.9,45714
MN,Lake St. Croix Beach city,96.2,3.7,60938
MN,Lake Shore city,97.5,3.7,65147
MN,Lakeville city,96.4,5.5,95130
MN,Lake Wilson city,89.2,7.1,46146
MN,Lamberton city,84,11,45650
MN,Lancaster city,90.2,4.8,45781
MN,Landfall city,69.3,32.4,31979
MN,Lanesboro city,94.1,11,44432
MN,Lansing CDP,81,22.8,47614
MN,Laporte city,82.7,17.4,38393
MN,La Prairie city,90.5,18.4,52550
MN,La Salle city,96.9,6.4,43438
MN,Lastrup city,96.5,8.6,58542
MN,Lauderdale city,88.1,17.9,41792
MN,Le Center city,84,15.2,48871
MN,Lengby city,84.8,34.9,27292
MN,Leonard city,65.6,0,41875
MN,Leonidas city,97,35.9,22917
MN,Leota CDP,84.2,4.7,41964
MN,Le Roy city,89.1,16.2,51875
MN,Lester Prairie city,86.7,10.6,51705
MN,Le Sueur city,88.1,10.9,50833
MN,Lewiston city,88.2,9.6,60347
MN,Lewisville city,87.9,20.3,45500
MN,Lexington city,87.4,15.8,54637
MN,Lilydale city,97.9,3.6,75625
MN,Lindstrom city,94.3,6.3,60839
MN,Lino Lakes city,95.6,5.2,102904
MN,Lismore city,86.5,27.2,38750
MN,Litchfield city,88.9,14.7,50639
MN,Little Canada city,92,12.1,50156
MN,Little Falls city,88.3,15.3,40920
MN,Littlefork city,86,10.3,36522
MN,Little Rock CDP,77.4,11.9,37361
MN,Long Beach city,98.3,1.8,67500
MN,Long Lake city,96.3,6.2,68125
MN,Long Prairie city,78.3,14.9,37825
MN,Longville city,92.7,17.4,22917
MN,Lonsdale city,96.1,10.7,67792
MN,Loretto city,96.1,4.2,81000
MN,Louisburg city,83.9,28.6,(X)
MN,Lowry city,90,9.4,55500
MN,Lucan city,95.9,11.4,48750
MN,Lutsen CDP,94.8,22,(X)
MN,Luverne city,88.6,15.1,44583
MN,Lyle city,83.3,16.5,45313
MN,Lynd city,91.6,17.4,70625
MN,Mabel city,85.5,13.6,41250
MN,McGrath city,80,28.9,(X)
MN,McGregor city,81.4,37.7,24444
MN,McIntosh city,89,23.7,29737
MN,McKinley city,94.5,15.7,45000
MN,Madelia city,83.3,12,48438
MN,Madison city,88.4,12.1,41429
MN,Madison Lake city,96.2,11.6,65227
MN,Magnolia city,80,12.9,41667
MN,Mahnomen city,83.1,25.3,36645
MN,Mahnomen CDP,84.8,54.9,25250
MN,Mahtomedi city,97.9,8.2,94258
MN,Mahtowa CDP,97.5,13.3,62250
MN,Manchester city,97,15.4,39583
MN,Manhattan Beach city,100,17.4,(X)
MN,Mankato city,94.1,26.2,41425
MN,Mantorville city,96.6,5.7,60735
MN,Maple Grove city,97.4,5.1,92680
MN,Maple Lake city,91.8,7.4,60324
MN,Maple Plain city,94.2,6.8,59042
MN,Mapleton city,92.3,16.2,50703
MN,Mapleview city,74,49.8,29500
MN,Maplewood city,90.7,9.6,62527
MN,Marble city,93.6,28.9,42578
MN,Marietta city,88.5,17.3,36250
MN,Marine on St. Croix city,97.8,1.9,99375
MN,Marshall city,91.7,19.5,46863
MN,Martin Lake CDP,98.5,8.7,67031
MN,Mayer city,96.8,1.9,90052
MN,Maynard city,89,14.7,45000
MN,Mazeppa city,89.8,4.7,62083
MN,Meadowlands city,71.2,22.6,20000
MN,Medford city,93.2,7.6,67112
MN,Medicine Lake city,99.2,4.1,82917
MN,Medina city,98.9,4.7,132045
MN,Meire Grove city,83.1,16,40833
MN,Melrose city,79.3,14.6,39359
MN,Menahga city,83.2,23.2,26094
MN,Mendota city,97.3,14.3,66250
MN,Mendota Heights city,97.3,3.9,95353
MN,Mentor city,74.4,20.4,31161
MN,Merrifield CDP,95.5,0,53750
MN,Middle River city,91.2,11.5,37500
MN,Midway CDP,100,50,21250
MN,Miesville city,94.1,16.3,61250
MN,Milaca city,85.3,16.8,36465
MN,Milan city,75.7,21.8,36875
MN,Millerville city,89.4,25.3,43500
MN,Millville city,88.8,6.9,56250
MN,Milroy city,91,13.9,41250
MN,Miltona city,88.5,27.7,39000
MN,Minneapolis city,88.6,21.9,51480
MN,Minneiska city,97.7,6.1,63750
MN,Minneota city,87.1,8.5,56458
MN,Minnesota City city,96.7,0,58333
MN,Minnesota Lake city,91.2,9.3,55521
MN,Minnetonka city,97.5,5.4,78589
MN,Minnetonka Beach city,99.7,0,173000
MN,Minnetrista city,95.8,6.4,129844
MN,Mizpah city,94.8,23.6,21458
MN,Montevideo city,86.9,16.9,43906
MN,Montgomery city,84.2,11.7,54412
MN,Monticello city,93.9,7.6,70254
MN,Montrose city,92.7,5.4,63485
MN,Moorhead city,94.1,15.7,53360
MN,Moose Lake city,93.9,38.9,34375
MN,Mora city,85.4,17.6,39982
MN,Morgan city,89.5,9.6,46905
MN,Morris city,88.4,27.6,41991
MN,Morristown city,82.4,7.5,47188
MN,Morton city,89.6,6.6,39531
MN,Motley city,85.2,25.9,27656
MN,Mound city,96.7,7.6,73750
MN,Mounds View city,91.6,12.6,57799
MN,Mountain Iron city,92,11.9,50703
MN,Mountain Lake city,83.4,15,44052
MN,Murdock city,87.8,14.7,44145
MN,Myrtle city,86.2,7.4,22500
MN,Nashua city,87.5,31,36250
MN,Nashwauk city,90.4,14,48068
MN,Nassau city,87.5,16.3,(X)
MN,Naytahwaush CDP,74.1,59.2,23750
MN,Nelson city,95,6.3,54286
MN,Nerstrand city,95.9,0.7,67500
MN,Nett Lake CDP,79.1,30,26667
MN,Nevis city,91.7,14.6,32679
MN,New Auburn city,88.8,12.6,44643
MN,New Brighton city,93.9,11.4,60964
MN,Newfolden city,91.5,11.5,51375
MN,New Germany city,92.3,10.2,52500
MN,New Hope city,89.7,12,50165
MN,New London city,89,8.7,41354
MN,New Munich city,83.7,20.5,48125
MN,Newport city,93.1,14.9,59423
MN,New Prague city,92.1,7.5,64837
MN,New Richland city,82.6,11.5,40000
MN,New Trier city,94.1,2.1,61250
MN,New Ulm city,91.8,7.8,50254
MN,New York Mills city,88.2,12.7,38854
MN,Nicollet city,95.5,7,60592
MN,Nielsville city,98.6,32.1,48750
MN,Nimrod city,93.9,11.2,40625
MN,Nisswa city,97.6,2.3,64435
MN,Norcross city,78.4,4.3,60417
MN,North Branch city,94.7,6.4,67122
MN,Northfield city,94.5,10.1,57866
MN,North Mankato city,96,9.2,55440
MN,North Oaks city,99.1,2.3,151397
MN,Northome city,86.7,35.4,27727
MN,Northrop city,96.4,32.2,43333
MN,North St. Paul city,91,15.2,55708
MN,Norwood Young America city,92.8,7.5,62850
MN,Nowthen city,93.4,8.4,85455
MN,Oakdale city,94.3,6.2,67036
MN,Oak Grove city,92.6,3.6,87431
MN,Oak Park Heights city,94.9,10,49750
MN,Odessa city,91.4,11.3,55625
MN,Odin city,100,0.9,46429
MN,Ogema city,88.7,30.8,35000
MN,Ogilvie city,80.4,46.6,26111
MN,Okabena city,92.2,16.5,42083
MN,Oklee city,87.9,15.8,37500
MN,Olivia city,90.9,13.3,49125
MN,Onamia city,83.5,25.7,29583
MN,Ormsby city,94.3,18.6,42917
MN,Orono city,99.2,4.1,116292
MN,Oronoco city,97.7,3,116750
MN,Orr city,96.5,30.1,37500
MN,Ortonville city,88.5,19,39971
MN,Osage CDP,92.3,10.5,45000
MN,Osakis city,92.6,16.2,39464
MN,Oslo city,88.1,6.2,53750
MN,Osseo city,94.6,7.4,46125
MN,Ostrander city,87,12.4,38750
MN,Otsego city,92.7,3.5,79117
MN,Ottertail city,94.8,8,49861
MN,Owatonna city,92.2,11.2,55884
MN,Palisade city,87.1,6.1,32750
MN,Parkers Prairie city,85.4,16.1,40000
MN,Park Rapids city,90.9,15.6,33822
MN,Paynesville city,83,11.7,42059
MN,Pease city,88.1,19.6,46250
MN,Pelican Rapids city,71,23,40246
MN,Pemberton city,92.7,19.3,55417
MN,Pennock city,87.1,13.2,41964
MN,Pequot Lakes city,92.2,15,42639
MN,Perham city,87.8,10.1,52708
MN,Perley city,58.6,0,65000
MN,Peterson city,90.5,7.9,51250
MN,Pierz city,84.6,14.4,37898
MN,Pillager city,86.4,11.1,37917
MN,Pine Bend CDP,33.3,42.1,(X)
MN,Pine City city,85.5,22.9,32302
MN,Pine Island city,93.3,17.2,63194
MN,Pine Point CDP,86,57,23750
MN,Pine River city,80.5,32.5,25329
MN,Pine Springs city,100,0.7,115000
MN,Pipestone city,84.3,19.6,40233
MN,Plainview city,96.6,8.2,55226
MN,Plato city,93.2,5.8,64861
MN,Plummer city,95.3,12.6,41875
MN,Plymouth city,97.3,5.8,85418
MN,Ponemah CDP,71.6,78.8,15380
MN,Porter city,89.9,10.4,57500
MN,Preston city,93.4,14.1,43150
MN,Princeton city,88.5,12.5,37304
MN,Prinsburg city,90.4,8.1,61719
MN,Prior Lake city,95.6,7,96405
MN,Proctor city,94.2,9.1,54871
MN,Quamba city,82.1,35.1,27321
MN,Racine city,94.4,10.5,60833
MN,Ramsey city,96.4,3.2,86794
MN,Randall city,89.1,14.7,39485
MN,Randolph city,92.9,8.3,67321
MN,Ranier city,96.7,3.2,49583
MN,Raymond city,92.8,15.5,41071
MN,Redby CDP,82.1,43.4,36053
MN,Red Lake CDP,74.3,37.6,32650
MN,Red Lake Falls city,92.8,12.7,47000
MN,Red Wing city,92.4,13.6,45890
MN,Redwood Falls city,87.7,11.8,43063
MN,Regal city,100,11.1,59375
MN,Remer city,83.3,35.3,24091
MN,Renville city,83.9,9.6,51719
MN,Revere city,79.7,20,28125
MN,Rice city,95,3.6,70000
MN,Rice Lake CDP,64.6,41.5,20938
MN,Richfield city,88.7,12.9,52954
MN,Richmond city,86.3,9.8,50606
MN,Richville city,88.9,15.1,38750
MN,Riverland CDP,84.4,53.2,27917
MN,Riverton city,88.2,14.8,39063
MN,Robbinsdale city,92.2,12.8,57357
MN,Rochester city,93.5,10.3,64554
MN,Rock Creek city,92.1,10.2,57727
MN,Rockford city,93.6,12.8,72419
MN,Rockville city,91.4,10.1,70594
MN,Rogers city,97.9,2.1,103980
MN,Rollingstone city,98,4.7,62917
MN,Ronneby CDP,88.5,9.4,58125
MN,Roosevelt city,83.5,1.5,37500
MN,Roscoe city,90.1,4.5,70469
MN,Roseau city,90.6,14.9,50409
MN,Rose Creek city,91.1,6.7,46500
MN,Rosemount city,95.8,3.9,90448
MN,Roseville city,93.4,11.5,63678
MN,Rothsay city,92.1,8.7,44545
MN,Round Lake city,90.4,17.8,31667
MN,Royalton city,88.4,16.9,47841
MN,Roy Lake CDP,80,46.7,(X)
MN,Rush City city,86.9,8.7,42629
MN,Rushford city,93.4,14.9,40568
MN,Rushford Village city,93.6,2.1,73750
MN,Rushmore city,82.8,20.9,40536
MN,Russell city,93.1,12.7,54792
MN,Ruthton city,79,12.5,39375
MN,Rutledge city,85.2,18,38125
MN,Sabin city,96.8,4.5,73125
MN,Sacred Heart city,87.5,13.5,35694
MN,St. Anthony city (Hennepin County),96,6.1,60742
MN,St. Anthony city (Stearns County),94.1,15.1,65000
MN,St. Augusta city,95.1,2.2,75536
MN,St. Bonifacius city,94.2,5.3,82891
